"Sagrada Familia";"http://www.sagradafamilia.org/";"15€"
"La Pedrera";"https://www.lapedrera.com/en/home";"22€"
"Park Güell";"https://www.parkguell.cat/en/";"7€"
"Museu Picasso";"http://www.museupicasso.bcn.cat/en/";"11€"
"Font Màgica de Montjuïc";"http://www.barcelonaturisme.com/wv3/en/page/614/font-magica.html";"Free"
